id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R009063,2021-02-10,Living Legends,Dubailand,25.08457,55.3034,apartment,2BR,2,1421,132.0,community,unfurnished,False,2,Business Bay,Red,153,12.86,yearly,1,19300,13,146
R009064,2025-02-04,Azizi Riviera,MBR City,25.16897,55.30405,apartment,1BR,1,844,78.5,city,semi_furnished,True,1,Financial Centre,Red,59,4.33,yearly,2,29400,34,374
R009065,2025-03-24,Dubai Harbour,Dubai Marina,25.089,55.13693,apartment,2BR,2,1037,96.4,burj_khalifa,fully_furnished,False,2,Ibn Battuta,Red,71,18.34,yearly,2,108200,104,1123
R009066,2021-09-07,Jumeirah Bay Island,Jumeirah,25.20119,55.24373,apartment,3BR,3,2196,204.0,community,fully_furnished,True,1,Business Bay,Red,29,3.12,yearly,2,141400,64,693
R009067,2023-10-18,Damac Hills 2,Damac Hills,24.95889,55.30035,villa,4BR_villa,4,3015,280.1,community,semi_furnished,False,2,Mall of the Emirates,Red,239,26.63,yearly,4,52300,17,187
R009068,2021-07-26,Al Mamzar,Al Mamzar,25.28999,55.34267,apartment,2BR,2,1687,156.8,community,fully_furnished,False,2,Al Qiyadah (G),Green,10,12.39,yearly,4,34200,20,218
R009069,2023-09-13,La Mer,Jumeirah,25.22217,55.24922,apartment,3BR,3,1789,166.2,city,fully_furnished,True,1,Burj Khalifa/Dubai Mall,Red,42,3.76,yearly,2,158800,88,956
R009070,2025-05-03,Falcon City of Wonders,Dubailand,25.04017,55.28884,apartment,3BR,3,1879,174.5,community,semi_furnished,True,1,Max,Red,270,17.52,yearly,1,34700,18,199
R009071,2024-06-28,Town Square,Nshama,25.0175,55.25239,apartment,2BR,2,1209,112.3,pool,unfurnished,True,2,Danube,Red,180,20.1,yearly,12,16100,13,143
R009072,2024-04-17,The Views,The Greens,25.11199,55.18308,apartment,1BR,1,702,65.2,park,fully_furnished,True,1,Dubai Internet City,Red,3,13.2,yearly,2,26900,38,413
R009073,2025-12-01,Sobha Hartland,MBR City,25.19759,55.31652,villa,3BR_villa,3,2389,222.0,golf_course,fully_furnished,True,3,Burj Khalifa/Dubai Mall,Red,39,4.24,yearly,6,97400,40,439
R009074,2023-09-16,Arabian Ranches 3,Arabian Ranches,25.04418,55.27848,villa,6BR_villa,6,6254,581.0,community,fully_furnished,True,3,UAE Pavilion,Red,191,17.02,yearly,12,269400,43,464
R009075,2023-05-21,Dubai Studio City,Dubai Studio City,25.04798,55.22527,apartment,1BR,1,714,66.3,community,unfurnished,False,2,Union,Red,322,17.31,yearly,6,9200,12,139
R009076,2023-11-06,Dubai Marina,Dubai Marina,25.07945,55.12667,apartment,studio,0,563,52.3,community,fully_furnished,True,1,Jebel Ali,Red,104,19.81,yearly,2,29500,52,565
R009077,2021-12-12,Deira,Deira,25.26824,55.32106,apartment,1BR,1,864,80.2,community,fully_furnished,True,2,Baniyas Square (G),Green,11,9.19,yearly,2,13600,15,170
R009078,2024-04-01,Majan,Dubailand,25.08971,55.28166,apartment,3BR,3,1649,153.2,community,unfurnished,False,1,Mall of the Emirates,Red,119,11.97,yearly,12,25700,15,168
R009079,2024-11-01,Jumeirah 3,Jumeirah,25.20281,55.2062,apartment,4BR_penthouse,4,2944,273.5,burj_khalifa,fully_furnished,True,1,Financial Centre,Red,55,6.89,yearly,4,231700,78,847
R009080,2025-07-12,Expo City,Dubai South,24.944,55.1547,apartment,1BR,1,918,85.3,community,fully_furnished,False,1,Expo 2020,Red,4,30.63,yearly,1,24000,26,282
R009081,2025-02-22,The Springs,Emirates Living,25.04854,55.18292,villa,3BR_villa,3,2675,248.5,marina,unfurnished,False,4,Danube,Red,82,18.92,yearly,12,137800,51,554
R009082,2023-07-27,Dubai Production City,IMPZ,25.0273,55.23559,apartment,3BR,3,1769,164.3,city,semi_furnished,True,1,Palm Deira,Green,322,19.29,short_term,2,21100,11,129
R009083,2024-07-26,Meydan,Meydan,25.14788,55.28772,apartment,1BR,1,736,68.4,city,semi_furnished,True,1,Dubai Healthcare City,Green,107,5.65,yearly,2,31000,42,453
R009084,2024-05-31,Tilal Al Ghaf,Tilal Al Ghaf,25.03276,55.28018,villa,4BR_villa,4,2758,256.2,community,fully_furnished,False,2,Dubai Investment Park,Red,117,18.29,yearly,1,107600,39,420
R009085,2025-06-26,Town Square,Nshama,25.00929,55.28175,apartment,2BR,2,819,76.1,park,fully_furnished,False,2,Ibn Battuta,Red,193,20.91,yearly,2,16600,20,219
R009086,2021-11-12,Dubai Harbour,Dubai Marina,25.09745,55.14091,apartment,1BR,1,857,79.7,city,unfurnished,False,2,Noor Bank,Red,102,17.42,yearly,12,44900,52,563
R009087,2021-12-24,Damac Hills 2,Damac Hills,24.96678,55.31327,villa,5BR_villa,5,5758,534.9,park,unfurnished,False,3,Dubai Healthcare City,Green,361,25.92,yearly,4,85100,14,159
R009088,2023-06-01,Al Barsha South,Al Barsha,25.08267,55.2072,apartment,3BR,3,1626,151.0,park,semi_furnished,True,2,Mashreq Bank,Red,60,14.42,yearly,2,33900,20,224
R009089,2021-10-18,Sustainable City,Sustainable City,24.9734,55.27008,villa,4BR_villa,4,4045,375.8,burj_khalifa,fully_furnished,True,3,Emirates Towers,Red,316,24.89,yearly,4,101900,25,271
R009090,2026-02-24,Downtown Dubai,Downtown,25.20225,55.28792,apartment,1BR,1,798,74.2,golf_course,unfurnished,True,1,Sharaf DG,Red,162,1.47,yearly,1,47200,59,636
R009091,2022-06-04,Al Barsha South,Al Barsha,25.07761,55.20266,apartment,1BR,1,864,80.2,park,semi_furnished,True,1,Mall of the Emirates,Red,58,15.13,yearly,2,12300,14,153
R009092,2022-03-20,Dubai Hills Estate,Mohammed Bin Rashid,25.09452,55.22494,apartment,2BR,2,1216,113.0,city,semi_furnished,False,1,First Abu Dhabi Bank,Red,39,12.46,yearly,1,28900,23,256
R009093,2024-04-02,Jumeirah Lake Towers,JLT,25.08797,55.14715,apartment,1BR,1,754,70.1,pool,fully_furnished,False,2,First Abu Dhabi Bank,Red,142,17.65,yearly,1,21300,28,304
R009094,2026-04-03,Al Warqa,Al Warqa,25.19677,55.39722,villa,5BR_villa,5,5798,538.7,pool,fully_furnished,True,2,Centrepoint,Red,89,12.36,yearly,2,182000,31,338
R009095,2022-10-25,Sobha Hartland,MBR City,25.1775,55.2979,apartment,studio,0,566,52.6,burj_khalifa,fully_furnished,True,1,Emirates Towers,Red,52,3.22,yearly,6,25700,45,489
R009096,2021-04-10,Emirates Hills,Emirates Hills,25.04867,55.16677,villa,4BR_villa,4,2808,260.8,park,fully_furnished,True,2,Noor Bank,Red,118,19.75,yearly,2,132100,47,506
R009097,2021-05-08,Damac Hills,Damac Hills,25.02511,55.26524,apartment,1BR,1,1079,100.2,community,unfurnished,False,1,Max,Red,281,19.16,yearly,2,15600,14,156
R009098,2023-02-13,Madinat Jumeirah Living,Jumeirah,25.12035,55.17971,villa,5BR_villa,5,4841,449.7,pool,fully_furnished,True,4,Mall of the Emirates,Red,26,12.8,yearly,12,266300,55,592
R009099,2021-01-14,The Springs,Emirates Living,25.04982,55.15928,villa,5BR_villa,5,6680,620.6,pool,unfurnished,True,2,Ibn Battuta,Red,82,20.07,short_term,2,182200,27,294
R009100,2022-04-04,Jumeirah 3,Jumeirah,25.20809,55.23704,apartment,2BR,2,1384,128.6,sea,fully_furnished,True,2,Baniyas Square,Red,119,3.95,yearly,4,53400,38,416
R009101,2021-03-30,Al Furjan,Al Furjan,25.03508,55.1647,apartment,1BR,1,644,59.8,sea,unfurnished,True,1,Al Furjan,Red,4,21.14,yearly,1,10200,15,170
R009102,2022-07-24,Motor City,Motor City,25.04622,55.25907,apartment,1BR,1,553,51.4,pool,unfurnished,False,1,Discovery Gardens,Red,116,16.86,yearly,4,7300,13,141
R009103,2021-09-12,The Views,The Greens,25.08401,55.18592,apartment,3BR,3,1121,104.2,city,fully_furnished,False,1,Dubai Internet City,Red,3,15.42,yearly,6,33400,29,321
R009104,2021-10-27,Jumeirah Lake Towers,JLT,25.05262,55.1345,apartment,2BR,2,1048,97.4,pool,fully_furnished,False,2,Al Furjan,Red,53,21.37,yearly,2,13500,12,139
R009105,2023-02-08,Jumeirah 1,Jumeirah,25.23222,55.25936,apartment,1BR,1,1188,110.4,golf_course,unfurnished,False,1,Burj Khalifa/Dubai Mall,Red,49,4.18,yearly,4,39600,33,359
R009106,2023-09-13,Majan,Dubailand,25.05656,55.28053,apartment,2BR,2,1562,145.1,burj_khalifa,fully_furnished,False,2,Al Qiyadah,Red,303,15.65,yearly,2,34800,22,240
R009107,2026-03-18,The Springs,Emirates Living,25.04744,55.17261,villa,3BR_villa,3,2417,224.5,community,fully_furnished,True,3,Energy,Red,146,19.55,yearly,2,104300,43,464
R009108,2024-04-05,Arabian Ranches,Arabian Ranches,25.05362,55.26896,villa,6BR_villa,6,6347,589.7,city,semi_furnished,True,2,Mall of the Emirates,Red,121,15.97,yearly,6,298200,47,506
R009109,2025-08-17,Jumeirah 3,Jumeirah,25.21836,55.22564,apartment,studio,0,351,32.6,community,fully_furnished,False,1,Al Jadaf,Green,127,5.44,yearly,1,19900,56,611
R009110,2025-09-19,Dubai South,Dubai South,24.91678,55.16158,apartment,1BR,1,683,63.4,park,semi_furnished,True,1,Danube,Red,152,33.19,yearly,1,7200,10,114
R009111,2021-06-04,Damac Hills,Damac Hills,25.0195,55.25753,apartment,studio,0,547,50.8,community,fully_furnished,True,2,Al Furjan,Red,137,19.83,yearly,1,7600,13,150
R009112,2025-02-10,Business Bay,Business Bay,25.18301,55.28776,apartment,3BR,3,2129,197.8,burj_khalifa,semi_furnished,True,3,Burj Khalifa/Dubai Mall,Red,18,2.07,yearly,4,114300,53,578
R009113,2021-09-13,Dubai Festival City,Festival City,25.23713,55.34562,apartment,3BR,3,2342,217.6,marina,fully_furnished,False,1,Creek,Green,5,8.43,yearly,2,79400,33,365
R009114,2023-03-25,Jumeirah Village Circle,JVC,25.0649,55.20042,apartment,3BR,3,2243,208.4,community,fully_furnished,True,1,UAE Pavilion,Red,103,16.49,yearly,4,43200,19,207
R009115,2025-05-06,Dubai Festival City,Festival City,25.21948,55.36766,apartment,3BR,3,1345,124.9,golf_course,fully_furnished,True,1,Creek,Green,6,9.7,short_term,2,39200,29,314
R009116,2025-09-07,Bukadra,Bukadra,25.18494,55.34209,apartment,studio,0,382,35.5,golf_course,semi_furnished,True,1,Dubai Healthcare City,Green,66,6.95,yearly,2,12600,33,355
R009117,2022-02-14,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11317,55.39777,apartment,4BR_penthouse,4,2158,200.5,sea,fully_furnished,False,1,Dubai Healthcare City,Green,168,15.54,yearly,6,36900,17,184
R009118,2023-09-26,Dubai Sports City,Dubai Sports City,25.04389,55.22897,apartment,4BR_penthouse,4,3163,293.8,burj_khalifa,unfurnished,True,1,Expo 2020,Red,145,17.65,yearly,4,66800,21,227
R009119,2023-11-09,Green Community,DIP,25.0073,55.13529,villa,5BR_villa,5,5594,519.7,community,unfurnished,False,2,First Abu Dhabi Bank,Red,190,25.34,yearly,2,113600,20,219
R009120,2024-09-04,Dubailand,Dubailand,25.03194,55.31404,apartment,1BR,1,735,68.3,pool,semi_furnished,True,1,Al Karama,Red,306,18.8,yearly,2,14900,20,218
R009121,2021-04-21,Bulgari Resort,Jumeirah Bay,25.19232,55.25848,apartment,3BR,3,1926,179.0,pool,semi_furnished,True,1,Oud Metha,Green,85,1.69,yearly,1,149200,77,833
R009122,2025-12-09,Downtown Dubai,Downtown,25.20577,55.272,apartment,1BR,1,829,77.0,community,semi_furnished,False,1,Burj Khalifa/Dubai Mall,Red,8,0.98,yearly,4,48400,58,629
R009123,2023-07-28,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.18493,55.3017,villa,6BR_villa,6,7401,687.6,community,fully_furnished,False,3,BurJuman (G),Green,121,3.07,yearly,6,337500,45,491
R009124,2022-05-03,The Greens,The Greens,25.09215,55.16025,apartment,1BR,1,757,70.3,community,semi_furnished,True,1,First Abu Dhabi Bank,Red,85,16.38,yearly,2,16500,21,234
R009125,2024-02-18,Jumeirah 2,Jumeirah,25.23783,55.25619,villa,4BR_villa,4,4453,413.7,pool,semi_furnished,True,4,Financial Centre,Red,47,4.88,yearly,2,250200,56,605
R009126,2026-01-14,The Greens,The Greens,25.0975,55.18545,apartment,studio,0,512,47.6,city,semi_furnished,False,1,Dubai Internet City,Red,1,14.25,yearly,6,15000,29,315
R009127,2024-03-17,Mira,Reem,25.04122,55.27303,villa,6BR_villa,6,8030,746.0,community,fully_furnished,True,2,First Abu Dhabi Bank,Red,139,17.35,yearly,1,221600,27,297
R009128,2022-03-05,Deira,Deira,25.27853,55.31534,apartment,1BR,1,569,52.9,sea,fully_furnished,False,1,Union (G),Green,7,9.94,yearly,2,13900,24,262
R009129,2022-10-04,Al Barsha,Al Barsha,25.10638,55.20737,villa,6BR_villa,6,7780,722.8,golf_course,fully_furnished,True,3,Noor Bank,Red,26,12.15,yearly,4,208900,26,289
R009130,2024-02-23,The Views,The Greens,25.09429,55.19417,apartment,1BR,1,560,52.0,community,fully_furnished,True,2,Sharaf DG,Red,22,14.01,yearly,12,16100,28,310
R009131,2025-08-30,Jumeirah Park,Emirates Living,25.04767,55.14992,villa,5BR_villa,5,6000,557.4,community,fully_furnished,True,2,Al Furjan,Red,48,20.82,yearly,1,234600,39,421
R009132,2022-10-04,Tilal Al Ghaf,Tilal Al Ghaf,25.02051,55.23547,villa,4BR_villa,4,3503,325.4,burj_khalifa,semi_furnished,False,3,Max,Red,298,20.03,yearly,2,125600,35,386
R009133,2023-11-13,Al Barsha,Al Barsha,25.11094,55.19994,villa,6BR_villa,6,9633,894.9,city,unfurnished,True,3,Noor Bank,Red,31,12.17,yearly,4,231700,24,259
R009134,2023-11-09,Dubai Festival City,Festival City,25.22726,55.34419,apartment,studio,0,330,30.7,pool,semi_furnished,False,1,Etisalat,Green,51,7.78,yearly,6,11400,34,371
R009135,2024-10-01,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16981,55.30911,apartment,1BR,1,997,92.6,park,fully_furnished,False,1,ADCB,Red,126,4.63,yearly,12,40300,40,435
R009136,2021-11-16,Jumeirah Bay Island,Jumeirah,25.20329,55.23725,apartment,3BR,3,1816,168.7,park,fully_furnished,True,1,World Trade Centre,Red,49,3.8,yearly,2,136800,75,811
R009137,2025-06-16,Jumeirah Village Triangle,JVT,25.04662,55.17111,apartment,1BR,1,885,82.2,community,unfurnished,True,2,Discovery Gardens,Red,55,19.71,yearly,1,13900,15,169
R009138,2022-09-25,Tilal Al Ghaf,Tilal Al Ghaf,25.01584,55.26766,villa,3BR_villa,3,3144,292.1,community,fully_furnished,False,4,Discovery Gardens,Red,151,20.18,yearly,1,115400,36,395
R009139,2022-11-09,World Islands,World Islands,25.21365,55.15587,villa,4BR_villa,4,2576,239.4,community,fully_furnished,False,4,Al Karama,Red,180,12.07,yearly,4,178900,69,747
R009140,2025-11-12,Al Barsha,Al Barsha,25.09241,55.2056,villa,3BR_villa,3,2394,222.4,community,unfurnished,False,3,Sharaf DG,Red,21,13.56,short_term,2,72200,30,325
R009141,2024-05-18,DIFC,DIFC,25.21728,55.2894,villa,6BR_villa,6,6658,618.5,park,unfurnished,True,3,Financial Centre,Red,5,2.7,yearly,1,498800,74,806
R009142,2021-08-04,Dubai Investment Park,DIP,25.01221,55.17672,apartment,studio,0,456,42.4,marina,fully_furnished,False,2,Al Karama,Red,375,22.8,yearly,2,5900,13,140
R009143,2026-02-24,Al Barsha,Al Barsha,25.11233,55.20739,villa,4BR_villa,4,2580,239.7,city,fully_furnished,True,3,Financial Centre,Red,164,11.6,yearly,2,61100,23,255
R009144,2024-12-15,Jumeirah 1,Jumeirah,25.22125,55.26102,villa,6BR_villa,6,5779,536.9,park,semi_furnished,False,2,Ibn Battuta,Red,300,2.99,yearly,1,357900,61,667
R009145,2026-01-27,Deira,Deira,25.27721,55.31153,apartment,studio,0,577,53.6,community,fully_furnished,True,1,Union,Red,4,9.65,yearly,1,13300,23,248
R009146,2025-04-04,Damac Hills,Damac Hills,25.02712,55.22966,villa,4BR_villa,4,3560,330.8,park,semi_furnished,False,4,Al Furjan,Red,142,19.44,yearly,2,100800,28,305
R009147,2025-02-16,Al Reem,Arabian Ranches,25.05399,55.26326,villa,5BR_villa,5,5262,488.8,community,unfurnished,False,4,Al Qusais,Green,341,15.96,yearly,1,178300,33,365
R009148,2021-06-26,The Views,The Greens,25.0823,55.16915,apartment,2BR,2,1244,115.6,city,unfurnished,False,1,Mashreq Bank,Red,11,16.6,yearly,1,26300,21,227
R009149,2021-09-23,Dubai Marina,Dubai Marina,25.08564,55.1348,apartment,studio,0,525,48.7,burj_khalifa,semi_furnished,True,1,Dubai Internet City,Red,51,18.74,yearly,6,20800,39,427
R009150,2022-11-16,Dubai Studio City,Dubai Studio City,25.0392,55.23131,apartment,1BR,1,609,56.6,sea,fully_furnished,False,1,Salah Al Din (G),Green,339,18.1,yearly,6,12000,19,212
R009151,2021-11-28,Dubai Festival City,Festival City,25.22341,55.35127,apartment,2BR,2,1363,126.6,community,fully_furnished,True,1,Creek,Green,4,8.26,yearly,12,31000,22,245
R009152,2025-04-14,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16463,55.30682,villa,6BR_villa,6,8652,803.8,sea,unfurnished,True,2,Dubai Healthcare City,Green,89,4.87,yearly,2,418100,48,520
R009153,2025-05-13,Al Mamzar,Al Mamzar,25.2968,55.32891,apartment,3BR,3,1159,107.7,park,fully_furnished,True,1,Salah Al Din,Red,41,12.36,yearly,1,28300,24,263
R009154,2025-06-19,Sobha Hartland,MBR City,25.1976,55.30447,apartment,2BR,2,1253,116.4,community,fully_furnished,True,1,Business Bay,Red,44,3.03,yearly,12,67900,54,583
R009155,2023-12-15,DAMAC Lagoons,Damac,25.05266,55.25589,villa,3BR_villa,3,2716,252.3,city,unfurnished,False,3,Noor Bank,Red,114,16.18,short_term,1,96800,35,384
R009156,2021-10-09,Dubai Hills Estate,Mohammed Bin Rashid,25.13121,55.24001,apartment,1BR,1,677,62.9,city,semi_furnished,False,1,Mall of the Emirates,Red,57,8.11,yearly,2,18700,27,298
R009157,2023-08-24,Jumeirah Park,Emirates Living,25.03937,55.20503,villa,3BR_villa,3,2514,233.6,burj_khalifa,unfurnished,True,2,Union,Red,331,18.89,yearly,2,139900,55,599
R009158,2022-03-22,Dubai Creek Harbour,Creek,25.19053,55.34764,apartment,studio,0,408,37.9,park,fully_furnished,False,1,Abu Baker Al Siddique,Red,117,7.41,yearly,4,13600,33,359
R009159,2024-01-01,Al Furjan,Al Furjan,25.02286,55.15635,apartment,2BR,2,1512,140.4,city,semi_furnished,False,1,Al Furjan,Red,2,22.74,yearly,6,47800,31,341
R009160,2023-05-10,Liwan,Dubailand,25.07011,55.30421,apartment,2BR,2,1007,93.6,community,fully_furnished,True,1,Al Furjan,Red,214,14.45,yearly,4,21200,21,227
R009161,2023-05-07,Dubai Sports City,Dubai Sports City,25.04634,55.19808,apartment,studio,0,398,37.0,golf_course,unfurnished,True,1,Burj Khalifa/Dubai Mall,Red,222,18.45,yearly,1,6000,15,163
R009162,2026-03-26,Dubai Hills Estate,Mohammed Bin Rashid,25.10299,55.24319,apartment,3BR,3,1593,148.0,community,unfurnished,False,1,Abu Baker Al Siddique,Red,248,10.94,yearly,2,67700,42,458
R009163,2021-12-05,The Lakes,Emirates Living,25.05872,55.1704,villa,4BR_villa,4,4132,383.9,golf_course,fully_furnished,False,2,Mall of the Emirates,Red,86,18.62,yearly,2,186200,45,485
R009164,2025-04-13,Al Warqa,Al Warqa,25.19707,55.38746,villa,4BR_villa,4,3990,370.7,community,semi_furnished,False,2,Al Ras,Green,151,11.38,yearly,2,80600,20,217
R009165,2022-03-27,Al Warqa,Al Warqa,25.19254,55.41343,villa,4BR_villa,4,3055,283.9,sea,fully_furnished,False,2,Al Qiyadah,Red,139,14.0,short_term,1,60500,19,213
R009166,2021-07-02,Downtown Dubai,Downtown,25.2054,55.28696,apartment,studio,0,440,40.9,community,unfurnished,True,1,Business Bay,Red,23,1.56,yearly,4,13500,30,330
R009167,2024-01-27,Azizi Riviera,MBR City,25.17689,55.30052,apartment,studio,0,380,35.3,marina,unfurnished,True,2,Emirates Towers,Red,62,3.46,yearly,2,11900,31,337
R009168,2021-10-05,Al Barsha,Al Barsha,25.10963,55.19875,apartment,1BR,1,714,66.3,city,fully_furnished,True,1,Palm Deira,Green,230,12.36,yearly,2,15500,21,234
R009169,2023-02-04,DAMAC Lagoons,Damac,25.04342,55.27164,villa,6BR_villa,6,6541,607.6,community,semi_furnished,True,2,Business Bay,Red,188,17.1,yearly,2,193100,29,318
R009170,2021-07-16,Emirates Hills,Emirates Hills,25.05127,55.1642,villa,5BR_villa,5,7045,654.5,pool,unfurnished,False,3,Discovery Gardens,Red,34,19.66,yearly,12,365800,51,559
R009171,2021-04-12,City Walk,Al Wasl,25.20609,55.27322,apartment,2BR,2,1363,126.7,park,semi_furnished,False,1,Al Jadaf,Green,92,1.0,yearly,2,44400,32,350
R009172,2024-09-28,Mudon,Dubailand,25.05283,55.25556,villa,4BR_villa,4,3958,367.7,golf_course,unfurnished,True,3,Jumeirah Golf Estates,Red,107,16.16,yearly,4,95800,24,261
R009173,2023-05-06,Palm Jumeirah,Palm Jumeirah,25.11904,55.14408,apartment,2BR,2,1433,133.1,community,unfurnished,False,2,Discovery Gardens,Red,90,15.73,yearly,1,93200,65,700
R009174,2023-05-16,Palm Jumeirah,Palm Jumeirah,25.12194,55.12242,apartment,2BR,2,1315,122.2,marina,unfurnished,False,2,Dubai Investment Park,Red,170,17.44,yearly,4,102200,77,836
R009175,2024-04-04,Maritime City,Maritime City,25.27991,55.26452,apartment,studio,0,435,40.4,marina,unfurnished,False,2,Al Karama,Red,62,9.25,yearly,6,17400,39,430
R009176,2026-03-30,Arabian Ranches 3,Arabian Ranches,25.06053,55.2762,villa,4BR_villa,4,5245,487.3,pool,semi_furnished,False,4,Business Bay,Red,183,15.2,yearly,2,248000,47,509
R009177,2022-05-10,Damac Hills 2,Damac Hills,24.96117,55.29091,villa,3BR_villa,3,2608,242.3,city,fully_furnished,False,3,Danube,Red,218,26.3,yearly,1,32500,12,134
R009178,2025-03-19,Mudon,Dubailand,25.05382,55.23145,villa,3BR_villa,3,2978,276.7,golf_course,fully_furnished,False,4,Abu Baker Al Siddique (G),Green,322,16.52,yearly,1,95400,32,345
R009179,2022-06-02,Al Mamzar,Al Mamzar,25.29485,55.36965,apartment,studio,0,528,49.0,marina,unfurnished,True,2,Baniyas Square,Red,66,14.48,yearly,12,8500,16,174
R009180,2024-05-04,Dubai Hills Estate,Mohammed Bin Rashid,25.10584,55.23738,villa,3BR_villa,3,2352,218.5,community,semi_furnished,False,4,Mall of the Emirates,Red,55,10.82,yearly,6,115600,49,529
R009181,2021-09-20,Green Community,DIP,25.01106,55.18298,villa,5BR_villa,5,2934,272.6,city,unfurnished,True,3,Jebel Ali,Red,48,22.65,yearly,6,33100,11,121
R009182,2025-01-06,Jumeirah 3,Jumeirah,25.20871,55.22722,apartment,2BR,2,1345,125.0,community,semi_furnished,True,3,Burj Khalifa/Dubai Mall,Red,50,4.92,yearly,6,63000,46,504
R009183,2024-09-21,The Valley,Dubai-Al Ain Road,24.97315,55.50641,villa,6BR_villa,6,6457,599.8,city,fully_furnished,False,4,Sharaf DG,Red,417,34.16,yearly,12,134300,20,224
R009184,2023-09-21,Discovery Gardens,Discovery Gardens,25.03645,55.1468,apartment,2BR,2,1028,95.5,community,fully_furnished,False,1,MRT-1,Red,20,22.01,short_term,1,15300,14,160
R009185,2022-06-16,La Mer,Jumeirah,25.24407,55.29529,apartment,3BR,3,1647,153.0,city,fully_furnished,True,1,Abu Baker Al Siddique (G),Green,109,5.62,yearly,1,79600,48,520
R009186,2023-01-18,Damac Hills 2,Damac Hills,24.96041,55.28671,villa,3BR_villa,3,1910,177.4,community,fully_furnished,True,2,Business Bay,Red,308,26.36,yearly,12,32700,17,184
R009187,2024-05-18,Dubai Harbour,Dubai Marina,25.09143,55.16646,villa,5BR_villa,5,5309,493.2,marina,fully_furnished,True,2,UAE Pavilion,Red,83,16.01,yearly,4,444800,83,902
R009188,2024-11-16,Dubai Marina,Dubai Marina,25.06118,55.1459,apartment,4BR_penthouse,4,3948,366.8,golf_course,fully_furnished,False,1,Dubai Internet City,Red,51,19.9,short_term,1,218200,55,595
R009189,2022-01-18,Jumeirah Beach Residence,Dubai Marina,25.06255,55.12206,apartment,1BR,1,538,50.0,community,semi_furnished,False,3,Ibn Battuta,Red,50,21.43,yearly,1,12200,22,244
R009190,2024-04-13,Al Furjan,Al Furjan,25.01476,55.14023,apartment,3BR,3,1701,158.0,park,unfurnished,True,2,Al Furjan,Red,4,24.37,yearly,1,49800,29,315
R009191,2021-01-09,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17259,55.30221,villa,4BR_villa,4,3177,295.1,community,semi_furnished,True,2,Abu Baker Al Siddique (G),Green,157,3.91,yearly,12,74100,23,251
R009192,2022-03-09,Umm Suqeim,Jumeirah,25.16979,55.19512,villa,3BR_villa,3,3599,334.3,community,unfurnished,True,4,First Abu Dhabi Bank,Red,45,8.54,yearly,12,104300,29,312
R009193,2025-12-28,La Mer,Jumeirah,25.22398,55.25984,apartment,1BR,1,632,58.7,city,fully_furnished,True,1,Al Qusais,Green,148,3.32,yearly,4,40000,63,681
R009194,2022-08-26,Tilal Al Ghaf,Tilal Al Ghaf,25.02776,55.26325,villa,5BR_villa,5,4649,432.0,community,fully_furnished,True,2,Al Furjan,Red,140,18.87,yearly,1,106100,22,246
R009195,2022-04-13,Green Community,DIP,25.01299,55.18743,villa,3BR_villa,3,3087,286.8,marina,fully_furnished,True,3,MRT-1,Red,68,22.28,yearly,6,68000,22,237
R009196,2024-04-15,Dubai Investment Park,DIP,24.99226,55.1934,apartment,4BR_penthouse,4,1774,164.8,community,fully_furnished,False,1,Dubai Investment Park,Red,18,24.2,yearly,12,36400,20,221
R009197,2021-02-18,Motor City,Motor City,25.03029,55.2456,apartment,studio,0,444,41.2,burj_khalifa,semi_furnished,False,1,Sharaf DG,Red,104,18.79,yearly,2,7600,17,184
R009198,2021-03-09,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12077,55.36333,apartment,1BR,1,758,70.4,burj_khalifa,unfurnished,False,2,Al Jafiliya,Red,192,12.34,yearly,6,9200,12,130
R009199,2021-08-15,Remraam,Dubailand,25.01103,55.26614,apartment,3BR,3,1866,173.4,pool,semi_furnished,False,1,Al Qiyadah (G),Green,400,20.72,short_term,4,19000,10,110
R009200,2025-07-27,Reem Mira,Reem,25.05036,55.25974,villa,3BR_villa,3,2448,227.4,marina,unfurnished,True,4,Noor Bank,Red,127,16.39,yearly,1,82400,33,362
R009201,2025-06-27,Pearl Jumeira,Jumeirah,25.21646,55.22158,apartment,3BR,3,1790,166.3,sea,fully_furnished,False,1,Dubai Airport Free Zone,Green,166,5.73,yearly,12,169600,94,1020
R009202,2024-05-30,Living Legends,Dubailand,25.07954,55.30128,apartment,1BR,1,762,70.8,burj_khalifa,fully_furnished,False,2,Al Nahda (G),Green,299,13.36,yearly,2,19700,25,278
R009203,2021-09-14,Dubai Sports City,Dubai Sports City,25.03692,55.23571,apartment,2BR,2,1260,117.1,burj_khalifa,unfurnished,False,1,First Abu Dhabi Bank,Red,131,18.24,yearly,2,16000,12,137
